article_name,country,revision_id,article_quality,population
Mohamed Abdullahi Omaar,Somalia,795694561,Start,11123000
Abdihakim Abdullahi Haji Omar,Somalia,795833465,C,11123000
Abdulkadir Sheikh Dini,Somalia,795834996,C,11123000
Anisa Hajimumin,Somalia,795865887,Start,11123000
Abdullahi Elmoge Hersi,Somalia,795962269,Start,11123000
Jama Abdullahi Qalib,Somalia,795964514,Stub,11123000
Ali Mohamed Ahmed,Somalia,796106950,Start,11123000
Asha Haji Elmi,Somalia,796412307,Start,11123000
Abdirahman Jama Barre,Somalia,796805109,C,11123000
Aden Ibrahim Aw Hirsi,Somalia,796908837,Start,11123000
Ahmed Abdisalam Adan,Somalia,796924295,C,11123000
Mohamed Aden Sheikh,Somalia,797438398,Stub,11123000
Cabinet of Somalia,Somalia,797471817,Start,11123000
Fowsiyo Yusuf Haji Adan,Somalia,797480732,Start,11123000
Mohamed Yonis,Somalia,797555172,C,11123000
List of Prime Ministers of Somalia,Somalia,797825794,C,11123000
Ismail Ali Abokor,Somalia,798333563,Stub,11123000
Jama Korshel,Somalia,798350712,Start,11123000
Hassan Mohamed Jim’aale,Somalia,798660391,Stub,11123000
Dahir Mohamed Geele,Somalia,798692038,Stub,11123000
Aden Abdullah Osman Daar,Somalia,798824298,C,11123000
Mayor of Mogadishu,Somalia,798942650,GA,11123000
Mohamed Mohamud Ibrahim,Somalia,799022441,Stub,11123000
Mohammad Ali Samatar,Somalia,799022717,GA,11123000
Abdiwahid Elmi Gonjeh,Somalia,799082904,Stub,11123000
Saleban Essa Ahmed,Somalia,799286106,Start,11123000
Faysal Ali Warabe,Somalia,799341380,Start,11123000
Hassan Ali Mire,Somalia,799717454,C,11123000
Abdullahi Issa,Somalia,799802036,C,11123000
Abdirahman Yusuf Hussein Aynte,Somalia,800177610,Start,11123000
Ahmed Mohamed Iman,Somalia,800397205,Stub,11123000
Abdi Farah,Somalia,800419014,Stub,11123000
Abdirahman Ahmed Ali Tuur,Somalia,800454849,Start,11123000
Abdirahman Farole,Somalia,800454877,C,11123000
Aden Abdullahi Nur,Somalia,800470433,C,11123000
Sharif Hassan Sheikh Aden,Somalia,801536524,C,11123000
Hassan Abdallah Hassan,Somalia,801571604,Stub,11123000
Ahmed Elmi Osman,Somalia,801740767,Start,11123000
Yasin Mire Mohamud,Somalia,802207567,Stub,11123000
Abdiqasim Salad Hassan,Somalia,802336025,C,11123000
Muna Khalif,Somalia,802430887,Start,11123000
Farah Sh. Abdulkadir Mohamed,Somalia,802761642,C,11123000
Ahmed Duale Gelle,Somalia,802851430,Start,11123000
Abdirahman Mohamed Abdullahi,Somalia,802852054,C,11123000
Hawo Tako,Somalia,803171912,Stub,11123000
Khadijo Mohamed Diriye,Somalia,803333498,Start,11123000
Mohamed Hassan Adam,Somalia,803500866,Stub,11123000
Ma’alim Ali Aden,Somalia,803664157,Stub,11123000
Yusuf Mohammed Siad,Somalia,803907595,C,11123000
Sharif Sheikh Ahmed,Somalia,804061342,GA,11123000
List of Presidents of Somalia,Somalia,804427451,C,11123000
Abdirizak Jurile,Somalia,804476450,Start,11123000
Barkhad Ali Salah,Somalia,804954763,Stub,11123000
Ismail Jim'ale Osoble,Somalia,804959697,Stub,11123000
Hasan Muhammad Nur Shatigadud,Somalia,805057889,C,11123000
Mohamed Hassan Maidane,Somalia,805084067,Stub,11123000
Abdirashid Abdullahi Mohamed,Somalia,805090661,Stub,11123000
Abbas Abdullahi Sheikh Siraji,Somalia,805304477,C,11123000
Ali Mohamed Yussuf,Somalia,805366007,Stub,11123000
Aden Hashi Farah,Somalia,805498341,C,11123000
Ali Mohammed Ghedi,Somalia,805498545,C,11123000
Mohamed Omar Habeb,Somalia,805499625,Start,11123000
Mohamed Warsame Ali,Somalia,805499655,Stub,11123000
Mohamud Muse Hersi,Somalia,805499701,C,11123000
Maryam Qaasim,Somalia,805500907,Start,11123000
Mohamed Sheikh Hassan,Somalia,805523222,Stub,11123000
Omar Abdirashid Ali Sharmarke,Somalia,805523311,GA,11123000
Ali Dhere,Somalia,805523646,Stub,11123000
Abdullahi Yusuf Ahmed,Somalia,805662769,GA,11123000
Mohamed Abdullahi Mohamed,Somalia,805683392,GA,11123000
Abdirahman Abdullahi Baadiyow,Somalia,805738172,Start,11123000
Muse Bihi Abdi,Somalia,805908524,Start,11123000
Mohamed Abdi Dhinbil (Galbeedi),Somalia,805961680,Stub,11123000
Mohammed Abdullah Hassan,Somalia,806023495,C,11123000
Hussein Abdi Dualeh,Somalia,806074608,Start,11123000
Thabit Abdi Mohammed,Somalia,806219370,Stub,11123000
Mohamed Afrah Qanyare,Somalia,806235479,C,11123000
Ahmed Mohamed Mohamoud,Somalia,806298816,C,11123000
Abdurrahman Mahmoud Aidiid,Somalia,806391955,Stub,11123000
President of Somalia,Somalia,806428601,Start,11123000
Fadumo Dayib,Somalia,806455331,C,11123000
Hussein Mohamed Sheikh,Somalia,806599098,Stub,11123000
Salah Sheikh Osman Mose,Somalia,806608741,C,11123000
Abdiweli Mohamed Ali,Somalia,807010189,B,11123000
Mohamed Adan,Somalia,807080176,Stub,11123000
Hassan Ali Khayre,Somalia,807088931,C,11123000
Abdikarim Egeh Gulaid,Somalia,807109457,Stub,11123000
Abdilqadir Ali Omar,Somalia,807321283,Stub,11123000
Edna Adan Ismail,Somalia,807340726,C,11123000
Hassan Sheikh Mohamud,Somalia,807357845,GA,11123000
Haji Farah Ali Omar,Somalia,807456561,Stub,11123000
Siad Barre,Somalia,807477894,B,11123000
Yos Por,Cambodia,393822005,Stub,15417100
Template:Cambodia-mayor-stub,Cambodia,443497605,Stub,15417100
Template:Cambodia-politician-stub,Cambodia,445365862,Stub,15417100
Template:Presidents of the National Assembly of Cambodia,Cambodia,620367767,Stub,15417100
Than Sina,Cambodia,671073599,Stub,15417100
Ieu Pannakar,Cambodia,712085445,Stub,15417100
Taing Sunlay,Cambodia,713507166,Stub,15417100
Dul Koeun,Cambodia,714524609,Stub,15417100
Ly Kim Leang,Cambodia,714524624,Stub,15417100
Chhor Leang Huot,Cambodia,714524714,Stub,15417100
Thak Lany,Cambodia,714524870,Stub,15417100
Sok San,Cambodia,714525029,Stub,15417100
Tep Ngorn,Cambodia,714528164,Stub,15417100
Chan Cheng,Cambodia,714528251,Stub,15417100
Nhim Vanda,Cambodia,714528803,Stub,15417100
Pen Panha,Cambodia,714528886,Stub,15417100
Sieng Nam,Cambodia,714529109,Stub,15417100
So Khun,Cambodia,714529370,Stub,15417100
Nou Sam,Cambodia,714529507,Stub,15417100
Rath Sarem,Cambodia,716812326,Stub,15417100
Kong Vibol,Cambodia,726543264,Stub,15417100
Monh Saphan,Cambodia,726543284,Stub,15417100
Uk Rabun,Cambodia,726543336,Stub,15417100
Ay Khorn,Cambodia,726543872,Stub,15417100
Oung Ouen,Cambodia,726688556,Stub,15417100
List of Deputy Prime Ministers of Cambodia,Cambodia,730617957,Stub,15417100
Cambodian People's Party–FUNCINPEC coalition agreement,Cambodia,732331264,Stub,15417100
Chuop Hell,Cambodia,735512767,Stub,15417100
Kong Korm,Cambodia,736093077,Stub,15417100
Chan Nak,Cambodia,736538934,Stub,15417100
Huy Kanthoul,Cambodia,736539294,Stub,15417100
Vorn Vet,Cambodia,736715950,Stub,15417100
Yat Hwaidi,Cambodia,737025619,Stub,15417100
Khim Tit,Cambodia,737804996,Stub,15417100
Son Chhay,Cambodia,738180794,Start,15417100
Kep Chuktema,Cambodia,738478052,Stub,15417100
Nuth Rumduol,Cambodia,738512371,Stub,15417100
Khieu Thavika,Cambodia,738804016,Stub,15417100
Norodom Phurissara,Cambodia,738987957,Start,15417100
Daran Kravanh,Cambodia,738989624,Stub,15417100
Sisowath Monireth,Cambodia,738992094,Start,15417100
Sisowath Youtevong,Cambodia,738992441,Start,15417100
Ou Chanrith,Cambodia,739217591,Stub,15417100
Yem Ponhearith,Cambodia,741680078,Stub,15417100
Chrea Sochenda,Cambodia,741923960,Stub,15417100
Vong Kan,Cambodia,742006559,Stub,15417100
Yos Son,Cambodia,742067282,Stub,15417100
Hun Many,Cambodia,744291790,Stub,15417100
Chhean Vam,Cambodia,747052284,Stub,15417100
Oum Chheang Sun,Cambodia,747052769,Stub,15417100
Norodom Kantol,Cambodia,747053219,Stub,15417100
Khieu Rada,Cambodia,747555899,Start,15417100
Ieu Koeus,Cambodia,747628491,Stub,15417100
Cheng Heng,Cambodia,747784875,Start,15417100
Mok Mareth,Cambodia,747945224,Start,15417100
Kieng Vang,Cambodia,748137241,Stub,15417100
Sisowath Watchayavong,Cambodia,748488170,Stub,15417100
Sokhom So,Cambodia,749156496,Stub,15417100
Min Sean,Cambodia,749304614,Stub,15417100
Y Chhean,Cambodia,749338398,Stub,15417100
Poa Bun Sreu,Cambodia,749357713,Stub,15417100
Toan Vanthara,Cambodia,749387326,Stub,15417100
Sok Soty,Cambodia,749388858,Stub,15417100
Pal Sam Oeun,Cambodia,749396845,Stub,15417100
Ngor Sovann,Cambodia,749470256,Stub,15417100
Kea Sahorn,Cambodia,749510551,Stub,15417100
Suos Kanan,Cambodia,749517390,Stub,15417100
Im Chhun Lim,Cambodia,749537624,Stub,15417100
Tram Iv Teuk,Cambodia,749537772,Stub,15417100
Hem Khorn,Cambodia,749561164,Stub,15417100
Um Nhanh,Cambodia,749569686,Stub,15417100
Poa Try,Cambodia,749570183,Stub,15417100
Yim Chhaily,Cambodia,749683882,Stub,15417100
Ith Prang,Cambodia,749704384,Stub,15417100
Try Chheang Huot,Cambodia,749710492,Stub,15417100
Suk Sam Eng,Cambodia,749945690,Stub,15417100
Nim Thot,Cambodia,749967879,Stub,15417100
Ngin Khorn,Cambodia,749970189,Stub,15417100
Sorn Inthor,Cambodia,749977252,Stub,15417100
You Hockry,Cambodia,750055098,Stub,15417100
Samrith Pech,Cambodia,750074445,Stub,15417100
Un Neung,Cambodia,750077042,Stub,15417100
Bou Thang,Cambodia,750179637,Stub,15417100
Peter Khoy Saukam,Cambodia,751227068,Start,15417100
Tuot Saron,Cambodia,752967379,Start,15417100
Phoeurng Sackona,Cambodia,752979708,Stub,15417100
Nhek Bun Chhay,Cambodia,753086260,Stub,15417100
Cheam Yeab,Cambodia,753684881,Stub,15417100
Chea Poch,Cambodia,753689952,Stub,15417100
Chin Bun Sean,Cambodia,753692176,Stub,15417100
Chhim Siek Leng,Cambodia,753695057,Stub,15417100
Chea Soth,Cambodia,753711610,Stub,15417100
Ke Pauk,Cambodia,754318281,Stub,15417100
Kong Sam Ol,Cambodia,754944744,Stub,15417100
Pho Proeung,Cambodia,755504987,Stub,15417100
San Yun,Cambodia,756129985,Stub,15417100
Template:CambodianLeaders,Cambodia,756130073,Stub,15417100
Tiv Ol,Cambodia,756722795,Start,15417100
Son Ngoc Thanh,Cambodia,758665997,C,15417100
Monovithya Kem,Cambodia,759510662,Stub,15417100
Mom Chim Huy,Cambodia,761412104,Stub,15417100
Norodom Norindeth,Cambodia,761941416,Start,15417100
Hem Heng,Cambodia,763098565,Start,15417100
Chum Bunrong,Cambodia,763098588,Stub,15417100
Duong Vanna,Cambodia,763316692,Stub,15417100
Chhay Tan,Cambodia,763968613,Stub,15417100
Keat Chhon,Cambodia,765244120,Stub,15417100
Ang Vong Vathana,Cambodia,765375452,Stub,15417100
Keo Remy,Cambodia,766576352,Stub,15417100
Sun Chanthol,Cambodia,766834612,Start,15417100
Khieu Kanharith,Cambodia,766836319,Stub,15417100
Chay Saing Yun,Cambodia,767217618,Stub,15417100
Ek Sam Ol,Cambodia,767218020,Stub,15417100
Ouk Rabun,Cambodia,767867369,Stub,15417100
Hun Phoeung,Cambodia,768488633,Stub,15417100
Nguon Nhel,Cambodia,769381746,Stub,15417100
Khuon Sodary,Cambodia,769381831,Stub,15417100
Sok Pheng,Cambodia,769447485,Stub,15417100
Say Chhum,Cambodia,769929584,Stub,15417100
Im Sothy,Cambodia,771408501,Stub,15417100
Eng Chhai Eang,Cambodia,773103096,Stub,15417100
Heng Pov,Cambodia,773157273,Start,15417100
Him Chhem,Cambodia,773455924,Stub,15417100
Ho Non,Cambodia,773694865,Stub,15417100
Ho Vann,Cambodia,773695304,Stub,15417100
Hul Savorn,Cambodia,774100291,Stub,15417100
Pol Hom,Cambodia,776153762,Stub,15417100
Thong Khon,Cambodia,777665222,Stub,15417100
Hor Namhong,Cambodia,777765537,C,15417100
Keo Saphal (Siem Reap politician),Cambodia,778675539,Stub,15417100
Keo Saphal (Takeo politician),Cambodia,778675542,Stub,15417100
Khek Vandy,Cambodia,778806364,Stub,15417100
Khun Haing,Cambodia,778825745,Stub,15417100
Khy Taing Lim,Cambodia,778830534,Stub,15417100
Kimsour Phirith,Cambodia,778947267,Stub,15417100
Kuoch Ky,Cambodia,779440080,Stub,15417100
Kuoy Bunroeun,Cambodia,779441002,Stub,15417100
Chou Bun Eng,Cambodia,779541149,Start,15417100
Ke Sovannaroth,Cambodia,779541334,Stub,15417100
Norodom Rattana Devi,Cambodia,779541359,Stub,15417100
Norodom Vichara,Cambodia,779541415,Stub,15417100
Nin Saphon,Cambodia,779541481,Stub,15417100
Tioulong Saumura,Cambodia,779541578,Start,15417100
Som Kimsuor,Cambodia,779541650,Stub,15417100
Suy Sem,Cambodia,780608915,Stub,15417100
Sourn Serey Ratha,Cambodia,780691538,Stub,15417100
Ly Son,Cambodia,782622853,Stub,15417100
Ly Thuch,Cambodia,782622857,Stub,15417100
List of heads of state of Cambodia,Cambodia,782894395,C,15417100
Son Sann,Cambodia,783107330,C,15417100
Mam Bun Neang,Cambodia,783142781,Stub,15417100
Chan Sarun,Cambodia,783239117,Stub,15417100
Mao Monyvann,Cambodia,783294124,Stub,15417100
Men Sam An,Cambodia,784442393,Stub,15417100
Mey Norn,Cambodia,784629286,Stub,15417100
Sok An,Cambodia,784962640,C,15417100
Yem Sambaur,Cambodia,786198076,Start,15417100
Yim Sovann,Cambodia,786409843,Start,15417100
Ek Yi Oun,Cambodia,786826707,Stub,15417100
Lu Laysreng,Cambodia,787016670,Stub,15417100
Math Ly,Cambodia,787260537,Stub,15417100
Chem Widhya,Cambodia,787978108,Stub,15417100
Pa Socheatvong,Cambodia,788070748,Stub,15417100
Governor of Phnom Penh,Cambodia,788070776,Stub,15417100
Son Sen,Cambodia,788368060,C,15417100
Pen Sovan,Cambodia,788398926,Start,15417100
Sak Sutsakhan,Cambodia,788540352,C,15417100
Amath Yashya,Cambodia,788758065,Stub,15417100
Tong Siv Eng,Cambodia,788799479,Stub,15417100
Norodom Chakrapong,Cambodia,788905950,GA,15417100
Prak Sokhon,Cambodia,790023943,Start,15417100
Khieu Samphan,Cambodia,792012094,GA,15417100
Sisowath Sirik Matak,Cambodia,792274582,B,15417100
Sam Sary,Cambodia,792556486,Start,15417100
Tou Samouth,Cambodia,792731504,Start,15417100
Yun Yat,Cambodia,793218721,Stub,15417100
Khieu Ponnary,Cambodia,793723115,Start,15417100
Cham Prasidh,Cambodia,793746447,Start,15417100
Ung Huot,Cambodia,794239262,Start,15417100
Veng Sereyvuth,Cambodia,794714434,Stub,15417100
Ieng Mouly,Cambodia,795214039,Stub,15417100
Pou Sothirak,Cambodia,796696955,Stub,15417100
Chea Sim,Cambodia,797224256,GA,15417100
Hu Nim,Cambodia,797444265,C,15417100
Sim Var,Cambodia,797618265,Start,15417100
Bin Chhin,Cambodia,797673057,Stub,15417100
Sim Ka,Cambodia,798039997,Stub,15417100
Hou Yuon,Cambodia,798241496,C,15417100
Phiset Phanit,Cambodia,799124051,Start,15417100
Norodom Sihanouk,Cambodia,799302232,FA,15417100
Pao Ham Phan,Cambodia,799453681,Stub,15417100
Heng Samrin,Cambodia,799719505,Start,15417100
Kang Kek Iew,Cambodia,799772448,C,15417100
Leng Ngeth,Cambodia,800087187,Stub,15417100
Spouse of the Prime Minister of Cambodia,Cambodia,800348414,Start,15417100
Nhiek Tioulong,Cambodia,801079233,Start,15417100
Keo Puth Rasmey,Cambodia,801523347,Stub,15417100
Khem Veasna,Cambodia,802456666,C,15417100
Tea Banh,Cambodia,802643748,Start,15417100
Ieng Sary,Cambodia,802839704,C,15417100
Son Ngoc Minh,Cambodia,803084525,Start,15417100
List of monarchs of Cambodia,Cambodia,803230439,C,15417100
Ran Serey Leakhena,Cambodia,803481048,Stub,15417100
Lon Non,Cambodia,803936929,C,15417100
Lon Nil,Cambodia,803936986,Start,15417100
Mu Sochua,Cambodia,804631223,C,15417100
Penn Nouth,Cambodia,804717865,Start,15417100
Hang Chuon Naron,Cambodia,804785628,Start,15417100
Hong Sun Huot,Cambodia,805459200,Stub,15417100
Sam Rainsy,Cambodia,805740662,C,15417100
Nuon Chea,Cambodia,805876135,GA,15417100
Kao Kim Hourn,Cambodia,805905770,B,15417100
Ieng Thirith,Cambodia,806833311,C,15417100
Chau Sen Cocsal Chhum,Cambodia,806931313,C,15417100
Sar Kheng,Cambodia,806997998,C,15417100
Aun Pornmoniroth,Cambodia,807003284,Start,15417100
Lon Nol,Cambodia,807025761,GA,15417100
Template:Slovakia-politician-stub,Slovakia,394482629,Stub,5424051
Template:Slovakia-diplomat-stub,Slovakia,540993715,Stub,5424051
Dušan Švantner,Slovakia,671461616,Stub,5424051
Ivo Nesrovnal,Slovakia,693431430,Stub,5424051
Štefan Osuský,Slovakia,698964210,C,5424051
Peter Tatár,Slovakia,704476712,Stub,5424051
Pavol Rusko,Slovakia,706980178,Stub,5424051
Rudolf Bauer (politician),Slovakia,707026656,Stub,5424051
František Kašický,Slovakia,708760947,Start,5424051
Robert Nemcsics,Slovakia,712350490,Stub,5424051
Martin Fronc,Slovakia,712429669,Stub,5424051
Marek Ma?ari?,Slovakia,713184348,Stub,5424051
Ivan Šimko,Slovakia,713312681,Stub,5424051
Milan Hanzel,Slovakia,713770594,Stub,5424051
Vladimír Palko,Slovakia,713870467,Stub,5424051
Rudolf Zajac,Slovakia,713891651,Stub,5424051
Ján Mikolaj,Slovakia,714475370,Stub,5424051
Miroslav Abelovský,Slovakia,716634624,Stub,5424051
Marta Aibeková,Slovakia,716634720,Stub,5424051
Marián Andel,Slovakia,716635314,Stub,5424051
Vladimír Chovan,Slovakia,718248321,Stub,5424051
Ivan Lexa,Slovakia,719668426,Start,5424051
Július Binder,Slovakia,720269549,Stub,5424051
Martin Polia?ik,Slovakia,720670849,Stub,5424051
?ubomír Galko,Slovakia,720859277,Stub,5424051
Karol Šmidke,Slovakia,721158024,Stub,5424051
Jarolím Antal,Slovakia,721465813,Stub,5424051
Milan ?i?,Slovakia,722476057,Stub,5424051
Zuzana Zvolenská,Slovakia,722622094,C,5424051
Ivan Uhliarik,Slovakia,723463402,Stub,5424051
Richard Raši,Slovakia,723476675,C,5424051
Rudolf Filkus,Slovakia,723890641,Stub,5424051
Zdenko Trebu?a,Slovakia,726773141,Stub,5424051
Juraj Schenk,Slovakia,729332487,Stub,5424051
Ján Ducký,Slovakia,729332575,Start,5424051
Viera Tomanová,Slovakia,730294310,Start,5424051
Zdenka Kramplová,Slovakia,730294362,Stub,5424051
Template:Slovakia-MEP-stub,Slovakia,730649175,Stub,5424051
Ján Hudacký,Slovakia,730664514,Start,5424051
Milan Ga?a,Slovakia,730671572,Start,5424051
Miroslav Mikolášik,Slovakia,730671641,Start,5424051
Peter Baco,Slovakia,730672380,Start,5424051
Sergej Kozlík,Slovakia,730672953,Stub,5424051
Pál Csáky,Slovakia,738575457,Stub,5424051
Jirko Malchárek,Slovakia,738652373,Start,5424051
Ján Po?iatek,Slovakia,739756181,Stub,5424051
?ubomír Jahnátek,Slovakia,739756473,Stub,5424051
Martin Glvá?,Slovakia,739756645,Stub,5424051
Ivan Mikloš,Slovakia,742420484,Start,5424051
Pavol Hamžík,Slovakia,744586540,Stub,5424051
Ján Langoš,Slovakia,748941288,Stub,5424051
Štefan Marko Daxner,Slovakia,749164367,Start,5424051
László Gyurovszky,Slovakia,749330646,Stub,5424051
Fedor Hodža,Slovakia,750428716,Stub,5424051
Peter Žiga,Slovakia,750796410,Stub,5424051
Peter Kopecký,Slovakia,752460892,Stub,5424051
Julián Šimko,Slovakia,755203107,Stub,5424051
Hana Ponická,Slovakia,755908434,Start,5424051
Peter Kažimír,Slovakia,762299697,Stub,5424051
Vladimír Ma?ka,Slovakia,765315272,Start,5424051
Milan Ftá?nik,Slovakia,765515139,Stub,5424051
Magdaléna Vášáryová,Slovakia,765515183,Start,5424051
Boris Zala,Slovakia,765515209,Start,5424051
František Mikloško,Slovakia,765515320,Stub,5424051
Zuzana Martináková,Slovakia,765515390,Stub,5424051
Radoslav Procházka,Slovakia,765515521,C,5424051
Gyula Bárdos,Slovakia,765515534,Stub,5424051
Pavol Hrušovský,Slovakia,765515558,Start,5424051
Eduard Kukan,Slovakia,765617532,Start,5424051
Jozef Banáš,Slovakia,768229445,Stub,5424051
Miroslav Kusý,Slovakia,769548808,Stub,5424051
Milan K?ažko,Slovakia,770986168,Stub,5424051
?udovít Kaník,Slovakia,771227138,Stub,5424051
František Gaulieder,Slovakia,772393570,Stub,5424051
Igor Matovi?,Slovakia,773690170,Stub,5424051
Jozef Hrdli?ka,Slovakia,775776870,Stub,5424051
Jozef Mihál,Slovakia,777648355,Start,5424051
František Knapík,Slovakia,778275534,Stub,5424051
Peter Kresánek,Slovakia,778414581,Start,5424051
?udovít Štúr,Slovakia,779070073,B,5424051
Ján ?arnogurský,Slovakia,780527948,Start,5424051
Jozef Lenárt,Slovakia,780534236,Start,5424051
Boris Kollár,Slovakia,782062759,Stub,5424051
Martin Bútora,Slovakia,783105501,Start,5424051
Emil Stodola,Slovakia,783174624,Stub,5424051
Martin Fedor,Slovakia,783728475,Start,5424051
Michal Drobný,Slovakia,784223555,Start,5424051
Ján Francisci-Rimavský,Slovakia,784736749,Start,5424051
Štefan Tiso,Slovakia,785445513,Stub,5424051
Štefan Sádovský,Slovakia,785445559,Stub,5424051
Jozef Sivák,Slovakia,785445753,Stub,5424051
Jozef Šesták,Slovakia,786406916,Start,5424051
?udovít ?ernák,Slovakia,786777266,Stub,5424051
Jaroslav Sv?chota,Slovakia,787333985,Start,5424051
Irena Belohorská,Slovakia,790608265,Start,5424051
Zita Pleštinská,Slovakia,790608276,Start,5424051
Milan Haborák,Slovakia,791285765,Start,5424051
Anton Neuwirth,Slovakia,791735982,Start,5424051
List of Slovak politicians,Slovakia,791841710,Stub,5424051
Edit Bauer,Slovakia,793624162,Start,5424051
Ferdinand ?atloš,Slovakia,793755425,Stub,5424051
Ivan Gašparovi?,Slovakia,793874255,C,5424051
Iveta Radi?ová,Slovakia,795537190,GA,5424051
Andrej Hrn?iar,Slovakia,796183843,C,5424051
Maroš Šef?ovi?,Slovakia,800278210,Start,5424051
Lucia Žit?anská,Slovakia,800724197,Stub,5424051
Augustín ?isár,Slovakia,801380292,Stub,5424051
Ján Slota,Slovakia,801409353,GA,5424051
Viera Petríková,Slovakia,802653595,Stub,5424051
Katarína Tóthová,Slovakia,802655416,Stub,5424051
Ondrej Binder,Slovakia,803294527,Stub,5424051
Marian Kotleba,Slovakia,803661441,C,5424051
Peter Š?astný,Slovakia,803697955,C,5424051
Vladimír Clementis,Slovakia,804519400,Start,5424051
Gustáv Husák,Slovakia,805319388,C,5424051
Andrej Kiska,Slovakia,806670125,C,5424051
Ján Kollár,Slovakia,806822611,Start,5424051
Jozef Miloslav Hurban,Slovakia,807370008,Start,5424051
Robert Fico,Slovakia,807388887,B,5424051
Template:Slovenia-politician-stub,Slovenia,394482891,Stub,2064000
Template:Slovenia-diplomat-stub,Slovenia,540993236,Stub,2064000
Hiša Marije Pomo?nice,Slovenia,624468970,Stub,2064000
List of Slovenian politicians,Slovenia,679559247,Stub,2064000
Franci Slak,Slovenia,691045510,Start,2064000
Franci Kek,Slovenia,708473880,Stub,2064000
Katja Boh,Slovenia,715002768,Start,2064000
Etbin Kristan,Slovenia,717589260,Start,2064000
Ludvik Toplak,Slovenia,720291870,Start,2064000
Matija Škerbec,Slovenia,721867174,C,2064000
Valentin Zarnik,Slovenia,723006063,Stub,2064000
Drago Maruši?,Slovenia,723568459,Start,2064000
Matija Majar,Slovenia,729913395,Start,2064000
Ljubica Jeluši?,Slovenia,730293750,Stub,2064000
Jelko Kacin,Slovenia,730652372,Start,2064000
Mojca Kleva,Slovenia,730674032,Start,2064000
Template:Slovenia-MEP-stub,Slovenia,730719582,Stub,2064000
József Klekl (politician),Slovenia,730725988,Start,2064000
Tomaž Maruši?,Slovenia,731848951,Stub,2064000
Anton Nova?an,Slovenia,744645271,Start,2064000
József Klekl (writer),Slovenia,748747928,Start,2064000
Dejan Židan,Slovenia,751242571,Stub,2064000
Alenka Smerkolj,Slovenia,751243434,Start,2064000
Tone Partlji?,Slovenia,753811952,Start,2064000
Majda Širca,Slovenia,768472670,Start,2064000
Cankar Centre,Slovenia,768526499,Start,2064000
Ivo Vajgl,Slovenia,772511038,Stub,2064000
Vilmos Tkálecz,Slovenia,772511383,Stub,2064000
Anja Bah Žibert,Slovenia,774615452,Stub,2064000
Katja Koren,Slovenia,775073864,Start,2064000
Mária Pozsonec,Slovenia,775368951,Start,2064000
József Szakovics,Slovenia,777924826,Start,2064000
Franc Snoj,Slovenia,779035961,Stub,2064000
Ivan Cankar,Slovenia,781863742,B,2064000
Marta Brilej,Slovenia,782014775,Start,2064000
Lev Kreft,Slovenia,782158855,Stub,2064000
Miro Steržaj,Slovenia,782637247,Start,2064000
József Borovnyák,Slovenia,782976795,Start,2064000
Spomenka Hribar,Slovenia,784578705,C,2064000
István Kühár,Slovenia,786986422,Stub,2064000
Roman Kirn,Slovenia,788030262,Stub,2064000
Angela Vode,Slovenia,789199782,C,2064000
Tomaž Ertl,Slovenia,789273182,Stub,2064000
Mojca Dr?ar Murko,Slovenia,790608291,Stub,2064000
Tanja Fajon,Slovenia,790608301,C,2064000
Blaž Kav?i? (politician),Slovenia,791679825,Stub,2064000
Božidar Jakac,Slovenia,792070941,C,2064000
Boris Furlan,Slovenia,797969620,C,2064000
Igor Šoltes,Slovenia,798288705,Start,2064000
Alojzija Štebi,Slovenia,798488329,GA,2064000
Lambert Ehrlich,Slovenia,800228623,C,2064000
Romana Jordan Cizelj,Slovenia,800716994,Start,2064000
Eva Irgl,Slovenia,800818597,Start,2064000
Andrej Benedej?i?,Slovenia,801279018,Start,2064000
Andrej Osterman,Slovenia,801383756,Stub,2064000
Ivan Kramberger,Slovenia,803451102,Start,2064000
Janez Janša,Slovenia,804943051,B,2064000
Violeta Bulc,Slovenia,806901419,Start,2064000
Alenka Bikar,Slovenia,806983705,Start,2064000
Template:Afghanistan-politician-stub,Afghanistan,394580295,Stub,32247000
Template:Afghanistan-mayor-stub,Afghanistan,443496992,Stub,32247000
Template:Afghanistan-diplomat-stub,Afghanistan,540459929,Stub,32247000
Daud Arsala,Afghanistan,627547024,Stub,32247000
Murad Quenili,Afghanistan,670462475,Stub,32247000
Badar,Afghanistan,671455150,Stub,32247000
Mohammed Qalamuddin,Afghanistan,671473289,Stub,32247000
Faizanullah Faizan,Afghanistan,703507854,Stub,32247000
Mohammad Fahim Dashty,Afghanistan,706112927,Stub,32247000
Aamir Latif,Afghanistan,708476182,Stub,32247000
Mohammed Islam Mohammadi,Afghanistan,709439380,Stub,32247000
Musa Hotak,Afghanistan,710004254,Stub,32247000
Naqibullah Orya Khail,Afghanistan,710066519,Start,32247000
Hazrat-U-Din,Afghanistan,710715953,Stub,32247000
Qari Ziauddin,Afghanistan,712832121,Start,32247000
Mohammad Siddiq Chakari,Afghanistan,713113246,Stub,32247000
Sayed Abdul Karim Hashimi,Afghanistan,715179680,Stub,32247000
Mohammad Nabi Safi,Afghanistan,715926834,Stub,32247000
Shah Mahmood Safi,Afghanistan,715926905,Stub,32247000
Zefnoon Safai,Afghanistan,716814855,Stub,32247000
